tweets,category
'How is it members of Congress can get two tests and results back in one morning and the rest of us have to wait weeks for results. ,0
Cruz introduces Senate bill to block COVID-19 funding for states discriminating against religion | Just The News,0
Rep. @MattGaetz calls out Mark Zuckerberg over his firing Palmer Lucky after he testified that the company does not fire employees over political beliefs. ”There is serious question as to whether or not you’re giving truthful testimony here or whether it’s lying before Congress”,0
THIS requires investigation by Congress now  not later.,0
Zuckerberg lying to Congress after pulling down every video on facebook explaining how #hydroxychloriquineworks,0
Do you think Congress knows how hard Big Tech is laughing at them?  I mean these guys (Congress) can't even even hold a virtual meeting. ,0
"I wish we could ""defect"" a few people in Congress  out of the country. ",0
Question: doesn’t the withdrawal of 12k US troops from Germany require more than a declaration from trump?  Doesn’t the Congress or Senate have a say in this? I thought you folks did away with kings?? ,0
@jacknicas @ComfortablySmug Send Cook and Pichai to jail for perjuring themselves before Congress.Teach them a lesson that kowtowing before the CCP in front of Congress is not only inappropriate as an American but illegal.,0
#BigTechHearing #tech companies' campaign contributions to #HouseJudiciaryCommittee #antitrust subcom members during current #election cycle:  #Democrats:  $53 800  #Republicans:  $13 500:  https://t.co/abfbQWYApF #BigTech #Swamp #JudiciaryHearing #techhearings #socialmedia ,0
"@JenTheRiot I've been saying that for years.  We have a ""Trust-Buster"" president.  We just have to get Congress on board. ",0
"@replouiegohmert CREDIT WHERE IT’S DUE  @pkcapitol  says it the best: If you’re a caddy on the PGA Tour or professional baseball player, you’re facing a tougher Covid testing regime than members of Congress.",0
'There isn’t a bigger buffoon in Congress than Jerry Nadler. #FACT ,0
NEW: GOP Sen. Ron Johnson is first target of new Democratic congressional 'integrity' group https://t.co/RvaWmkCzFX via @nbcnews ,0
DEFUND Congress and impeach Jerry Nadler! ,0
Fuck you  2066@senatemajldr 2069. You are an evil  selfish  greedy man. #COVID19 #pandemic #unemploymentbenefits #congress ,0
Sundar Pichai received bipartisan criticism during Wednesday's antitrust hearing  facing questions about Google's digital ads business  privacy practices  more (@richardjnieva / CNET)  https://t.co/la0dq2SYgL,0
"The most ignorant man in Congress tries to appear as if he has a brain ... and fails ignominiously! If he were an island, he would have tipped over this morning!🤡",0
"Yesterday I raised hard questions about the $2 trillion that Biden &  the Democrats want to spend on green energy  In response, sitting members of Congress publicly smeared me — and then denied me a chance to defend myself Here’s the full ugly story",0
"Today, Members of Congress sadly said goodbye to our friend, Congressman John Lewis, as he left the U.S. Capitol for the last time. Thank you to all who helped give John the beautiful farewell he received over the last two days. ",0
'@SocialistMMA Lol she won’t even legalize freakin marijuana. Hello congress has been funding these depts for decades. Did they forget about occupy Wall Street. Did they even look as to how the feds got involved here?? In Chicago - CPD *asked* Trump for federal help. Yes they didn’t just show ,0
"II dedicated my latest op-ed with @Essence on one of the biggest threats facing our nation right now: the looming evictions crisis. Congress must act quickly to protect renters and pass my RELIEF Act to help stop evictions, foreclosures & utility shutoffs.",0
The next big issue  censorship at the polls  you can bet that the social media bigs have their algorithms all set for November...Call your Rep in Congress.. Republicans blast big tech during congressional hearing for conservative censorship ,0
 Yes  Congress hasn't even been in session. I hope not but as we have seen  many celebs we looked up to are Pedo's &  killers in rituals of children. Crazy. I hope he's not  nice man but if he did bad things  will see.,0
A group of six U.S. mayors penned a letter to Congress demanding that it pass legislation to block @realDonaldTrump…  ,0
"This isn't like the financial bailout where the WH and Congress were passing an emergency bill amid a rapidly unfolding crisis, they've known the expiration date on these provisions for 4 months.",0
'@suchpopverypunk When are these clowns in congress gonna get off their asses and send the damn stimulus ,0
You can't lie to Congress but Congress can lie to you.  Weird right.,0
'@SenWhitehouse Where is Congress?  Still on vacation? ,0
"""I'll do whatever it takes to be a great member of Congress""...except stop whining about wearing a mask. ",0
"@AmbJohnBolton ""Trump's decision to withdraw US Forces from Germany shows a broad lack of strategic understanding.....It's simply unacceptable.""    As was your decision not to cooperate with Congress in the impeachment inquiry.  You reap what you sow! ",0
'@carolmswain CONGRESS should’ve done more to stop Obama. ,0
'@AmerIndependent @replouiegohmert Proves they grow *stupid* in Texas. Vote Blue Texas  and get these morons out of Congress. ,0
Black women are underrepresented in Congress  but this year  more Black women are running for office than ever before. 💪  ,0
Jerry Humpty Dummy Nadler is a stain on Congress but don’t forget the bozos who voted for Jerry. The stupidity of the American voter should never be underestimated it fuels the Democratic Party! ,0
THIS requires investigation by Congress now  not later. ,0
If Congress can move the election date why don't they have it on the first Sunday in September?  I bet many Republicans would be happy to end this clownery  while avoiding a war in Iran and whatever other incredibly damaging and idiotic stuff he will surely try?  #MoveTheElection ,0
'@dandrezner I think it’s awesome that people are upset about debt and deficit under Trump. It’s criminal that our Congress is spending like it is. Also fuck everyone who wasn’t upset over it from 08-16  00-08  92-00  etc.   This isn’t a partisan issue. It’s a government issue. ,0
"'Louie Gohmert  now branded by @GOPLeader Kevin McCarthy as ""Congressman Covid"" has always been one of the worst hum… https://t.co/WqIbr3LYMe ",0
'U.S. jobless benefit at risk as Congress coronavirus talks stalled - https://t.co/Z7bBCbvtdW ,0
'@Hope012015 @crooksandliars Just goes to show how unintelligent you can be  and still make it into Congress. ,0
What an embarrassment to the Congress and the people of the United States. 🤦\u200d♀️👇🏻 ,0
$8 000 000 000 for defense contractors  but Republicans want to cut $400 a week in unemployment benefits—total hypo… ,0
'@CBSNews Jim Jordan should be reprimanded and/or removed from Congress. ,0
Lying to Congress is a Federal Crime ,0
'Saddened to know about the sudden death of Indian National Congress -  West Bengal President Somen Mitra.   May his soul rest in peace.💐\u2066@RahulGandhi\u2069 \u2066@congress_\u2069 \u2066@priyankagandhi\u2069 \u2066@ahmedpatel\u2069 https://t.co/BXmOEgNgNT ,0
'Facebook’s Mark Zuckerberg  Amazon’s Jeff Bezos  Sundar Pichai of Google and Tim Cook of Apple testified remotely f… https://t.co/ARWLudCvdN ,0
'Congress passes bill to study societal forces affecting black men  You’re a joke \u2066@marcorubio\u2069   A waste of our tax… https://t.co/xnmArzQL0B ,0
'Amazon  Facebook  Google  Apple CEOs testify before Congress  https://t.co/uqRMFCprrn ,0
You can see all the highlights from the hearing here  where we're keeping a running log of everything that happens: https://t.co/sNLJknpKVU ,0
'@RepAndyBiggsAZ Andy  you won’t need many masks  most of ya aren’t coming to work still. It has become very apparent Congress in not essential. ,0
"@RashidaTlaib is a remarkable member of Congress. She has courage, passion, integrity, & a demonstrated commitment to fight for economic, social & racial justice. She’s been a champion for her district. Thank you  @SpeakerPelosi.",0
"""National Border Patrol Council representatives have coördinated with anti-immigrant activists...giving them tours of the borderlands, leaking information and data about migrants...and delivering testimony at their behest before Congress."" @JonathanBlitzer",0
'Nice lil reality tv show for Congress today. ,0
⚡️ “What You Missed At The Big Tech Hearing: Congress Grilling CEOs”  ,0
Speaker Nancy Pelosi will now make it mandatory to wear face masks throughout Congress after dumbass Louie Gohmert tested positive today for his refusal to wear masks. About time. 👏,0
Today's #BigTechHearing was a great victory for the American people. Now law enforcers at both the federal and state level now have little option but to immediately use the full extent of their powers to restore a competitive digital marketplace. #BigTech,0
'In short  Virginia Democratic candidates for governor in 2021 are absolutely dominating the one announced Republican  far-right Amanda Chase  in terms of $$$ so far this cycle. Also  fundraising is way up from 2012 and 2016. https://t.co/ZOcAzUVtk9 https://t.co/tzW3UvC8Z3 ,0
Pakistani islamic radical @qasimrashid says India is the most dangerous place in the world for women   Pakistanis are selling their women to the chinese. This islamic fascists is running for congress from Virginia 1,0
@MeidasTouch #NobodyLikesTrump or his enablers in Congress  like my opponent Steve Stivers.  I’m Joel Newby and I’m running to #FlipThe15th and fight for:  🛠🔋 Green Jobs 💻🌐 Rural Internet 🏥♥️ Universal Healthcare  Join our fight today!,0
Texans need Congress to come through THIS WEEK with a serious  comprehensive #COVIDrelief package  including increased Medicaid funding. But the new Senate proposal falls way short. Visit the @putkids1st  Action Center to send an email to Congress:,0
'@JohnWDean Court ruled against Chad Wolf as to going to Cities. Trump has defied the Courts. We have an AG that is not enforcing the Law. When this bargaining is over in sustaining Americans  Congress should impeach both Trump and Barr. If Court doesn’t matter maybe Congress will. Hubris? ,0
'@inteldotwav They really got these guys on the ground with some very good examples of dirty monoplositc practices. But can they really do anything. It seems like congress is a bunch of cucks. ,0
"CEOs from Google, Facebook, Amazon and Apple faced criticism for their alleged abuse of market power from Democrats and Republicans in a much-anticipated congressional hearing https://reut.rs/3jV0y8r",0
Congress should normalize routinely calling in CEOs to testify. They're basically running mini-nation states at this point & need to be accountable even w/out scandals in headlines. Legislating is best but scrutiny can shape behavior (& distracts from lobbying for more bad stuff),0
"If you're curious as to whether Congress is suited to regulate Big Tech, the ranking member on this subcommittee keeps calling it ""the net.""",0
Congress' stimulus bill must:  —Contain COVID —Extend $600/week in unemployment benefits —Provide rent relief & extend eviction moratoriums—Shore up state & local budgets—Prioritize public health & economic wellbeing over the national debt None of this should be controversial.,0
"""Republican Congressman Louie Gohmert  who steadfastly refused to wear a mask during the coronavirus pandemic, has tested positive for COVID-19."" #COVIDIOTS",0
Congress received 1.3 million documents from the tech companies. Here's @MikeIsaac on some of the Facebook docs that have come out so far:,0
American 5G concerns and opposition continue to increase including at the legislative level. Congressional members have formally addressed the FCC about safety.,0
Incredible that of the over 300 million people living in this country  over 200 of the dumbest ones managed to be elected to congress as Democrats. What are the odds??!,0
Obama to eulogize late Rep. John Lewis  'conscience of the US Congress ' at Atlanta funeral - ABC News ,0
@realDonaldTrump 🆘I have yet to hear the Democrats in the U S Congress both chambers&  the DNC condemn or take  any action against the Chinese Communists!Neither will they condemn the Looters& Rioters in the Dem Controlled Major Cities as Anarchists! ✅🇺🇸,0
@senatemajldr COVID is color-blind  class-blind  party-blind. But congress cannot remain COVID-blind. Please enact #S3599 in order to fortify our COVID-withered healthcare system. Now is not the time to feign ignorance &  remain indifferent. Ignorance &  indolence is costing lives by the minute. ,0
"Not a single question about Amazon banning books at the #BigTechHearing even though Jeff Bezos is sitting right there under oath. You do know Amazon has been banning books for the last year and a half, right?  Congress is worthless.",0
'@ShashiTharoor These people have committed bloodshed of Kashmiri Hindus . Let these Islamists rot. Just have a look in your kerela situation is dangerous same thing could happen to Hindus living there. Congress party has become Muslim League hell bent to wipe off Hindus and Hinduism . ,3
"The only place the Democratic Congress can fit in would be at the UN. And that’s even questionable!  They are all a disgrace to our nation and must leave, but the only way that will happen is if we get out to vote #MAGA Do you agree? Give me a “HELL YES”",0
@CNBCTV18News @udaykotak @PoddarNisha @rahulkanwal @PrabhuChawla @ShankkarAiyar @ShereenBhan @Zakka_Jacob @NayantaraRai @NewIndianXpress @CNNnews18 @ETNOWlive @BloombergQuint @CNBCTV18Live @IndiaToday @TheEconomist @EconomicTimes @ReutersIndia @DasShaktikanta @RBI @SEBI_India @NDTVProfit @nsitharaman @ianuragthakur @FollowCII Too much power: Congress grills top tech CEOs in combative antitrust hearing  Governance  Oversight &  Transparency at it's Best  Not sure why 2nd &  5th or 6th largest economy don't have similar Oversight &  Transparency for Consumers to see! ,0
"What congress hopefully realized today is that there’s no one size fits all “tech regulation”.  Data privacy, marketplace dynamics, social media, and platform interoperability are entirely different topics and require completely different solves than typical antitrust tools.",0
Rep. @MattGaetz calls out Mark Zuckerberg over his firing Palmer Lucky after he testified that the company does  not fire employees over political beliefs. ”There is serious question as to whether or not you’re giving truthful testimony here or whether it’s lying before Congress”,0
'I have a lot of respect for AG Barr. I thought he handled himself with dignity. I cannot say the same for some of the members of Congress. ,0
Cruz introduces Senate bill to block COVID-19 funding for states discriminating against religion | Just The News,0
Well  once again  the #BigTech CEO's lied their asses off to Congress and once again  Congress won't do a damned thing about it. What these CEO's did today would put ANY of us in prison.  They don't even get a slap on the wrist. Congress KNOWS they are lying.  Nothing.,0
After testing  Gohmert also went to the gym for members of Congress.  He knowingly exposed everyone with whom he came into contact and who touched surfaces he touched and breathed on. Gohmert’s actions constitute a national security issue at this point.,0
"How can anyone in Congress criticize Trump for not enough COVID testing when WE control all of the money  spent $3 trillion, and after 6 mo.s still don’t have enough resources to get every member of Congress tested weekly? This is directed at my colleagues, not the House Doctor.",0
'@senatemajldr Says the man who has done more to hurt the American people than anyone in Congress. ,0
"Congressman Covid Homeless man from Texas, was discovered at an office in Congress, babbling about how space colonies will turn you gay. After tested for alien DNA, was given a dose of Demon Semen and released back into Texas.",0
Boom....  Congress failed (again)  so drop the EO hammer.....  @WhiteHouse,0
"@LibTrD @DLegionista @patryk_basiak ""I understand a proposed amendment to the Constitution—which amendment  however  I have not seen—has passed Congress  to the effect that the Federal Government shall never interfere with the domestic institutions of the States  including that of persons held to service ... ",0
I'll say it... it's actually nice to see a civil hearing in Congress ,0
So let me get this straight.   AG BARR testifies before Congress and makes all you clowns look like the true A$$HOL you are. He outlines all of your crimes and the investigations he is running thanks to your attempted COUP. But he must resign.... ,0
MacKenzie Scott (former Bezos) details how’s she’s given away more than $1.6 billion (!) in the last year to social justice organisations. And a day before Jeff Bezos appears before Congress. Timing.,0
America will open back up when we can get  Hydrox__chl__r---o-quin_!💊  The House and Congress need to be controlled by Republicans! NO BIG PHARMA! Vote Republican! @tressusa1,0
'Scene: CEOs of Amazon  Apple  Facebook and Google testify in front of Congress  Defendant: Your honor  capitalism  Judge: death  *Jeff Bezos  Tim Cook  Mark Zuckerbeg and Sundar Pichai sitting on an electric chair with pained expressions* ,0
"Every vote for a Democrat is vote for taxpayer funded abortion up until the point of birth. I’m proudly pro-life. In Congress, I’ll FIGHT the anti-life Democratic Party and I’ll FIGHT for the rights of the unborn.",0
"The big tech CEOs appearing before Congress today are “the emperors of surveillance empires that exercise total control over the world’s information,” says @shoshanazuboff “Unfortunately, none of that is an overstatement.”",0
@Hooah90032912 @LSimoneJohnson @dvillella @realDonaldTrump PS.,0
"Congress prepping themselves for today’s big tech CEO grilling, even though they’re a bunch of boomers who don’t understand tech",0
Zuck lying to Congress. Where have I seen this movie before? ,0
"@bneji2 @irishinidaho @msmarleyjean @IlhanMN I can't wait until next year  you're going to see the same companies that got a massive tax cut  a massive PPP load windfall in April  come waltzing back into Congress asking once again for more tax cuts  more loans  more bailouts to help with the ""economic recovery"" ",0
��go congress!👏,0
What an embarrassment to the Congress and the people of the United States. 🤦\u200d♀️👇🏻 ,0
"#AllahDoesNotNeedQurbani Allah is very merciful, he is merciful, this word has been written hundreds of times in the Quran. So why not have mercy and kindness on goats",3
Allah has qurbani of something which is close to u... which u love.... U don't love those goats u buy from the market and kill them... Give qurbani of something close to ur heart....,3
BJP  and more so RSS  for the most part  have actually worked on the ground and know of the practical difficulties in most civilizational 'to-do's the Twitter warriors are so eager to implement.  Work on ground. You'll know where the problem is. https://t.co/iQgHDA9Hsb ,0
“Only Lalu Prasad Yadav could have stopped Mandir politics again. BJP must be relieved he won’t be campaigning in coming elections” @Profdilipmandal writes #ThePrintOpinion ,0
'BJP with Sushant @ Bihar elections   BJP for political gains in Bihar @ Defame anybody i.e. Nepotism  Frustrated actors/ actresses with down market @ Seeking opportunity to target Bollywood  Sushant female manager @ Suicide one week before Sushant  Godi Media?  #IndiaForSushant https://t.co/iXpzwh4nqf ,0
"TMC’s reign of terror continues. Yet another BJP Booth President, Purnachandra Das, found hanging. Family claims that he was called out by TMC goons. Bengal has become a minefield for political killings. No words to express such barbarity, which seems to have state’s patronage.",0
"Am very happy for the entire defence forces in general and the Indian Air force in particular. To put the record straight, but for the complaint by two top BJP leaders in 2012, this would have happened during the tenure of Manmohan Singh - #AKAntony said.",0
'Congress existed before BJP was born and Congress will remain after BJP dies. RT if you agree          Pass it on.. ,0
"'* Congress attacks Modi Govt for not inviting to Bhoomi Pujan  * Congress says ""BJP is stealing all credit""  This i… https://t.co/PkeEaCJjqT ",0
"Who Profited from Rafale Scam? ✅ Modi &amp  BJP ✅ Anil Ambani ✅ Dassault  Who Lost due to Rafale Scam? ❌Indian Air Force❌Indian Tax Payer❌ Indian PSU HAL Remember, PM Manmohan wanted HAL to build 126 with tech transfer, but Modi reduced it to 36 Aircrafts for 3X the price!",0
'@BJP4Bengal @amitmalviya Now i m angree om bjp.. Are u making gov. On bjp workers dead body or r h going to do something to give befitting reply..??. 😡 ,0
"#IndiaForSushant | Why did the Mumbai Police not file an FIR in the case? Why was he taken to Cooper Hospital when Lilavati is closest to his house? So many questions are unanswered: @shweta_shalini - Spokesperson, Maharashtra BJP http://republicworld.com/livetv.html",0
'@a_bsays I suspect this is a move to bring down the population of the educated middle class. The Brits introduced an education system to make clerks  the BJP has introduced one to make clerks of Gujju corporate India.   #urbannaxal #NationalEducationPolicy  #RelianceIndustries #ambani ,0
"Owaisi took Lok Sabha MP oath in name of Allah. Ok  Bible read & Hallelujah sung in Mizoram CM's oath ceremony. Ok, But when BJP MLA Ravinder Raina took oath in name of Mata Vaishno Devi, He was stopped & was asked to say ""in the name of Lord"". Why so? This is Secularism for you",2
"@ISupport_Bapuji Sant Shri Asharamji Bapu is innocent. He is being punished as he has been opposing Sonia & Rahul Gandhi. ❌ False case has been file against Him in a state rule by congress. Sant Samaj is with #Bapuji "" 1Uma Bharti (V.P. BJP)",0
'What is this.. 😢 😢 ¿ @OfficeofJPNadda @SaipriyaUgadhi @Arvindharmapuri @manthriji @bandisanjay_bjp @BJP4Telangana @Bjp4TelanganaS @RaoMlc @drlaxmanbjp @TigerRajaSingh @AnjaliPateljsr3 @sad5108 @Dattatreya @ashwin_modi007 @JDNitinsinghBJP @ChetanJsr @sad5108 @Sonunigam_Offic https://t.co/Hepf6FzaMK ,0
This is fake news being spread by Right Wing / BJP and RSS IT Cell people to minimize our Outrage / Misguide us. Don't fall for their trap.. we need to continue trending stop Faiz Khan by all means.,0
Even today  Lalu Prasad Yadav is the only politician with the ability to bring all secular forces together.   https://t.co/evo18tmPrh ,0
'At last Rafale fighter jets have landed – Saga of the deal from Congress regime to BJP regime  https://t.co/ahyXVNoYmv via @PGurus1 ,0
'@OfficeofJPNadda @SaipriyaUgadhi @Arvindharmapuri @manthriji @bandisanjay_bjp @BJP4Telangana @RaoMlc @drlaxmanbjp @TigerRajaSingh @AnjaliPateljsr3 @sad5108 @Dattatreya @ashwin_modi007 @ChetanJsr JAI BHAVANI VEER SHIVAJI MAHARAJ.. JSR.. 🙏 ,0
Congress existed before BJP was born and Congress will remain after BJP dies. RT if you agree          Pass it on..… ,0
Bjp is better than khangres bro,0
"Rafale deal is the perfect example of Sonia's UPA vs Modi's BJP.  UPA started talking in 2007 ruled for 7 more years, couldn't decide a deal and finally said no money. Modi came in 2014. In 6 years, Rafale is signed, sealed, delivered.",0
'@ShelarAshish Burnol moment for Maharashtra BJP. ,0
'@Ram15Major @srkka_bhakt @iamitsharma5594 @Harishp1983 @anky1912 Every media is channel is biased. NDTV is loyal to Congress and Republic is to BJP. We are becoming fool every now and then. ,0
People on #Eid should sacrifice their children  instead of animals' - #BJP Politician   BJP MLA Nand Kishore Gurjar asked people celebrating Eid ul Adha to sacrifice their children instead of animals.,3
'@journalistram Enrich BJP and Co. Beg on streets ! ,0
"#WhoKilledSushant – The need of the hour is that Maharashtra CM Uddhav Thackeray constitutes a CBI inquiry into the matter, @ManojTiwariMP (MP, BJP/Actor/Singer), tells @Zakka_Jacob on #Viewpoint.",0
'@twwettierr @ndtv I still wonder what made u think that this people where stopping someone from bringing rafale home  maybe bjp it cell ,0
'@milinddeora I think its time that worthy people like you leave Congress and join BJP...then you can work a lot better ,0
As per 'Mumbai Sources'  the politician which was present during Disha's suicide  was none other than Baby-Penguin. Can someone check this penguin's location/movements from that day?,0
"'This Bjp government is   ""NAME CHANGER""   Not  ""GAME CHANGER."". ",0
'Instead of opening a new medical college @rajnathsingh has transferred Naubatpur medical college to his area chakiya I m a BJP supporter but shame on u rajnath singh @PMOIndia ,0
After Sengar another BJP office bearer accused of rape tried to mow down the alleged victim. Complete jungle raj! ,0
'With ‘Muslim Mahila Adhikar Divas’  BJP’s ‘Big’ Plans for Tomorrow as Party Preps Up for Triple Talaq Bill\xa0Anniversary https://t.co/xyZjFvEmra ,2
So by increasing education budget to 6%  BJP fulfilled another election promise.  Like I say  INTENT matters.… https://t.co/JNCFq4IENG ,0
BJP MP Pragya Thakur claims she is getting threatening phone calls; FIR filed https://t.co/LerJVH2IyC ,0
'BJP National General Secretary @PMuralidharRao runs @bharat_niti platform  And look at the language  qualification… https://t.co/jB94JM8WDa ,0
'@DamodarHegde4 @spsurana Very well written thread almost echoing my thoughts. I remember in early sixtese in last century my father told me that no democracy in India only rule clique. The only difference I have with you is that rule of clique continues even after BJP comes to power. ,0
"@PChidambaram_IN PM Modi can continue to LIE which Feku is Master in  but no matter how hard both BJP &amp  Godi Modia try, nothing can hide #COVID19India is #CoronarendraModi Made Monumental Disaster👇This here👇 are the bold decision of Feku.",0
Please read this blog to understand the efforts that went into the framing of #NEP2020 ..BJP practises democracy in letter & spirit .. https://blog.mygov.in/editorial/formulating-the-new-education-policy/,0
A senior BJP leader told me that he is going Anil's house for a big party tonight after successful Rafael deal. 💲💲💲 ,0
#Alert - Grand celebrations on one year of banning Triple Talaq. BJP to celebrate August 1 as Women's Rights Day.  @payalmehta100 with details https://t.co/k28fl98fTr ,2
"#AllahDoesNotNeedQurbani 🚫StopEatingMeat The prophet Mohammed and his 180000 followers never ate meat nor do Allah order to eat meat. Lord kabir, saint Rampal ji To know more, watch Sadhna tv 07:30 pm (IST). A",2
"#AllahDoesNotNeedQurbani  Prophet Mohammed was vegetarian, and he never ordered to eat meat, then why do Muslim brothers eat meat ? Consuming meat cannot lead to salvation.",2
'“ there is no day in which Allah frees more people from the fire than the day of Arafaah “  - prophet Mohammed (SAW) ,1
"#AllahDoesNotNeedQurbani Hazrat Mohammed never touched the flesh nor ordered his 1.8 lakh followers. When the Prophet of Muslim religion is not eating meat, it is clear that the command to eat meat is not of Allah Ta'ala.",2
'@wednesdaey @ChurchofSatan Edgy  now do prophet Mohammed. ,2
"2018: PM Modi attended Ashara Mubaraka event in Indore to commemorate death anniversary of Prophet Mohammed’s grandson Hussain Doordarshan telecasted it. But if PM Modi visits for Ram Mandir's Bhoomi Pujan in Ayodhya And, if Doordarshan telecasts it Then, it's not Secularism.",0
@Ausiqra1 My humble request: Please don't hide behind the fake pictures  be proud to come in open no matter what crisis you are in. Be proud  &  say loudly you are a Muslim  We're the Ummah of Prophet Mohammed Sallallahu Alayhi Wa Sallam  &  this itself makes us the Best of the best ,1
'@shahzad26215646 @AAggarwal61 @Farhan_riyaz02 @satwiksnk @ashoswai @IndianExpress Hehe. Tere paas ek fact nahi hai.  Aise to Qadiyani/Ahmadiyyas bhi sahi hai. Allah ne naya Prophet bhej diya kyun ki Prophet Mohammed ki kitab Quran corrupt ho gyi thi. Ab bol😂 ,3
#StopOpposingIslamAnd295c @TMRizvia  @SMRizvii3  @A_rizvia  3:12 Say (O dear Prophet Mohammed - peace  and  blessings     be   upon   him)  to the disbelievers  Very soon you shall be overcome and driven  towards hell   and that is a wretched resting-place. ,1
Nabi Muhammad was a Vegetarian! #AllahDoesNotNeedQurbani Prophet Mohammed killed a cow with his word power and then restored it back to life. He did not eat the meat of cow. So don't eat animals.,2
'#India’s former Hindu #Brahmin Banke Lal who later turned into a famous #Hadith sciences #scholar Professor Shaykh Zia-ur-Rehman Azmi (77) died during the noon prayer call ‘Azaan’ in the Prophet #Mohammed’s city of #Medina in #SaudiArabia on Thursday. -- https://t.co/YST2pAPlRL ,1
'Al Quran as rightly called by the Muslims is the holy book of Islam  which was revealed to the prophet Mohammed through the angel of God known as jubril (angel Gabriel ) both in Makkah and Medina ,1
'@_EnglishRose_13 I just said the prophet mohammed can suck my balls  so we can be cellmates if you want ,3
India’s former #Hindu #Brahmin Banke Lal who #reverted To #Islam  &  turned into a famous Hadith Scholar Professor Shaykh Zia-Ur-Rehman Azmi (77) died during the noon prayer call Azaan in the Prophet Mohammed’s city of #Medina in #SaudiArabia on Thursday. https://t.co/f7J9Ddgo2k ,1
#India’s former Hindu #Brahmin Banke Lal who later turned into a famous #Hadith sciences #scholar Professor Shaykh,1
@MrfaridFahim @egeli__lodos @RassdNewsN Our Prophet Mohammed is also a Muslim Brother! Hostility to Muslims will bring opponents to hell. Watch what you write! Everything will be presented to you at the recent court! Do you know that #Sisi is a Jew?,0
@hussein6303731 @Xadeejournalist @sanabucha @fispahani @fawadchaudhry If any one abuse my parents  I'll never take law  &  order in my own hands and will drag him to court  Same if any one abuse my master  my Lord  may i myself  my parents  my children to be sacrifice upon last prophet of GOD  MOHAMMED ( P.B.U.H )  I'll never ever take law in hand ,1
'#India’s former Hindu #Brahmin Banke Lal who later turned into a famous #Hadith sciences #scholar Professor Shaykh Zia-ur-Rehman Azmi (77) died during the noon prayer call ‘Azaan’ in the Prophet #Mohammed’s city of #Medina in #SaudiArabia on Thursday. https://t.co/3EmR0rQsdZ ,1
"'Prophet Sayyadna  Mohammed  peace and blessings be upon him  said: ""There aren\'t any days greater  nor any days in which deeds done in them are more beloved to Allah Most High  than these ten days. ",1
According to modern standards yes. Not in accordance to everyone including christans of the time. I done worship Prophet Mohammed. No was my religon forced upon me  cant say that about you west africans. ,2
Prophet Mohammed (ﷺ)said:   “Do not delay 3 things:   1. Salat when it is due.  2. Funeral when the deceased is  prepared.  3. Marriage of a woman when her match is found.”-Jami’at-Tirmidhi ,1
"#AllahDoesNotNeedQurbani  Prophet Mohammed was vegetarian  and he never ordered to eat meat  then why do Muslim brothers eat meat ? Consuming meat cannot lead to salvation. Must Watch Sadhna tv 07:30pm Also visit ""Satlok Ashram"" on youtube. Only Lord Kabir is Immortal God.",2
@hazeladenn Islam is the main religion who respects women  and our prophet Mohammed peace be upon him said  and insisted by saying your mather your mather  your mather  then said your fathers to take care of them  is their any religion do the same  no even they don't know how there father is ,1
@AllanRuhl @YouTube @mohammed_hijab I did. The Qur-aan itself tells us that abrogations happens and additions given. The fact that the Qur-aan doesn't contains any reference of 5 radaa'ah  means that this is abrogated  since we got the Qur-aan from prophet Muhammad SAS.  You clearly don't understand the basics. ,2
#India’s former Hindu #Brahmin Banke Lal who later turned into a famous #Hadith sciences #scholar Professor Shaykh Zia-ur-Rehman Azmi (77) died during the noon prayer call ‘Azaan’ in the Prophet #Mohammed’s city of #Medina in #SaudiArabia on Thursday. ,1
"Muslims have no right to demand respect for their religion  god or prophet. Islam started with Mohammed disrespecting other people's gods, religions and cultures. Even destroying idols of other peoples gods. And subsequent wars/conquests.",3
#AllahDoesNotNeedQurbani The Muslim brothers should take a lesson from the Prophet Mohammed Sahab as Mohammad Sahab had 180000 followers. Yet he never touched the flesh nor did he eat nor asked his followers to eat it. Must watch very hurt touching video,2
'@SyedSikandar16 @Vishwachauhan3 @miran_speaks @NoraVerystrong @HaleemAdil I am saying - and i have the right to say - that your islamic prophet was a bad character and his behavior shows he was child molesting pedophile even according to islamic texts. even in ancient sacred texts like bhavisya puran it is proved that mohammed was a evil character. ,3
'No dear Mohammed was kicked out and banned by meccans  for 10 years as they would rob . He broke the treaty   attacked meccans   killed and destroyed idols of Mecca . What a prophet to be banned from his own city . https://t.co/gODxeMbmAV ,3
'#India’s former Hindu #Brahmin Banke Lal who later turned into a famous #Hadith sciences #scholar Professor Shaykh Zia-ur-Rehman Azmi (77) died during the noon prayer call ‘Azaan’ in the Prophet #Mohammed’s city of #Medina in #SaudiArabia on Thursday. -- https://t.co/2Tpc0SIemI ,1
"An Emerging Mystery #saudiarabia https://sebfarmborough.carbonmade.com During Prophet Mohammed's time women were encouraged to swim, ride a horse and do archery.",1
'@princemalach @_SJPeace_ Not true. There are some demented people of all colors shapes and sizes throughout history. How did the Ming dynasty deal with their enemies? There was Genghis Khan. And let’s not forget that the Prophet Mohammed was white  and had slaves. Don’t believe me. Read it. ,3
